data,denominazione_regione,nuovi_positivi,totale_positivi,tamponi_settimanali,tamponi_positivi_settimanali,tamponi_test_antigenico_rapido,totale_positivi_test_antigenico_rapido
2024-07-17,Piemonte,519,53761,9513.0,511.0,17568967.0,1286337.0
2024-07-17,Puglia,517,952,4661.0,505.0,9844931.0,1174728.0
2024-07-17,Sardegna,132,9951,1432.0,132.0,3357496.0,346640.0
2024-07-17,Sicilia,128,1237,150.0,86.0,11468905.0,1291993.0
2024-07-17,Toscana,613,952,6052.0,392.0,10280350.0,922569.0
2024-07-17,Trentino-Alto Adige,77,83,388.0,54.0,2218255.0,207850.0
2024-07-17,Umbria,121,704,1009.0,104.0,3423175.0,298701.0
2024-07-17,Valle d'Aosta,7,7,157.0,7.0,463201.0,36010.0
2024-07-17,Veneto,690,10311,4719.0,206.0,27270473.0,1692075.0
2024-07-10,Abruzzo,72,949,762.0,35.0,5066474.0,425055.0
2024-07-10,Basilicata,6,9889,313.0,6.0,676654.0,131279.0
2024-07-10,Calabria,79,2174,1204.0,75.0,2597643.0,451143.0
2024-07-10,Campania,896,5532,11767.0,862.0,12343022.0,1590991.0
2024-07-10,Emilia-Romagna,232,1182,2661.0,203.0,9339565.0,1111390.0
2024-07-10,Friuli-Venezia Giulia,83,365,633.0,68.0,4002283.0,356466.0
2024-07-10,Lazio,1007,63943,9908.0,981.0,17962708.0,1492554.0
2024-07-10,Liguria,212,50,1979.0,217.0,4458400.0,402367.0
2024-07-10,Lombardia,1080,1388,11994.0,945.0,30203253.0,2790905.0
2024-07-10,Marche,7,11,127.0,7.0,1787075.0,513667.0
2024-07-10,Molise,7,16,123.0,3.0,300962.0,74464.0
2024-07-10,Piemonte,357,53492,9711.0,342.0,17559454.0,1285826.0
2024-07-10,Puglia,294,632,4539.0,282.0,9840270.0,1174223.0
2024-07-10,Sardegna,99,9820,1327.0,99.0,3356064.0,346508.0
2024-07-10,Sicilia,75,1167,97.0,59.0,11468755.0,1291907.0
2024-07-10,Toscana,362,562,5565.0,225.0,10274298.0,922177.0
2024-07-10,Trentino-Alto Adige,58,51,280.0,43.0,2217867.0,207796.0
2024-07-10,Umbria,67,616,902.0,66.0,3422166.0,298597.0
2024-07-10,Valle d'Aosta,4,8,158.0,4.0,463044.0,36003.0
2024-07-10,Veneto,506,10173,4624.0,145.0,27265754.0,1691869.0
2024-07-03,Abruzzo,34,903,760.0,26.0,5065712.0,425020.0
2024-07-03,Basilicata,4,9884,296.0,4.0,676341.0,131273.0
2024-07-03,Calabria,51,2829,1297.0,47.0,2596439.0,451068.0
2024-07-03,Campania,510,4889,11900.0,489.0,12331255.0,1590129.0
2024-07-03,Emilia-Romagna,218,951,3169.0,196.0,9336904.0,1111187.0
2024-07-03,Friuli-Venezia Giulia,62,331,597.0,36.0,4001650.0,356398.0
2024-07-03,Lazio,813,63070,10097.0,736.0,17952800.0,1491573.0
2024-07-03,Liguria,126,33,1836.0,118.0,4456421.0,402150.0
2024-07-03,Lombardia,751,1093,12090.0,672.0,30191259.0,2789960.0
2024-07-03,Marche,3,10,113.0,3.0,1786948.0,513660.0
2024-07-03,Molise,4,9,362.0,2.0,300839.0,74461.0
2024-07-03,Piemonte,316,53338,10821.0,296.0,17549743.0,1285484.0
2024-07-03,Puglia,178,431,5330.0,165.0,9835731.0,1173941.0
2024-07-03,Sardegna,73,9734,1247.0,73.0,3354737.0,346409.0
2024-07-03,Sicilia,97,1143,99.0,60.0,11468658.0,1291848.0
2024-07-03,Toscana,245,497,6228.0,138.0,10268733.0,921952.0
2024-07-03,Trentino-Alto Adige,32,23,254.0,14.0,2217587.0,207753.0
2024-07-03,Umbria,38,580,879.0,36.0,3421264.0,298531.0
2024-07-03,Valle d'Aosta,3,6,160.0,3.0,462886.0,35999.0
2024-07-03,Veneto,297,9987,5940.0,92.0,27261130.0,1691724.0
2024-06-26,Abruzzo,28,887,848.0,19.0,5064952.0,424994.0
2024-06-26,Basilicata,1,9881,303.0,1.0,676045.0,131269.0
2024-06-26,Calabria,36,3474,1263.0,30.0,2595142.0,451021.0
2024-06-26,Campania,280,4601,12214.0,263.0,12319355.0,1589640.0
2024-06-26,Emilia-Romagna,111,734,2353.0,83.0,9333735.0,1110991.0
2024-06-26,Friuli-Venezia Giulia,38,316,578.0,26.0,4001053.0,356362.0
2024-06-26,Lazio,576,62418,9104.0,559.0,17942703.0,1490837.0
2024-06-26,Liguria,92,20,1743.0,92.0,4454585.0,402032.0
2024-06-26,Lombardia,533,827,12072.0,465.0,30179169.0,2789288.0
2024-06-26,Marche,11,5,137.0,11.0,1786835.0,513657.0
2024-06-26,Molise,2,7,110.0,0.0,300477.0,74459.0
2024-06-26,Piemonte,193,53216,11650.0,182.0,17538922.0,1285188.0
2024-06-26,Puglia,143,307,5847.0,134.0,9830401.0,1173776.0
2024-06-26,Sardegna,72,9666,2645.0,72.0,3353490.0,346336.0
2024-06-26,Sicilia,74,1068,89.0,58.0,11468559.0,1291788.0
2024-06-26,Toscana,0,463,4053.0,105.0,10262505.0,921814.0
2024-06-26,Trentino-Alto Adige,18,24,197.0,10.0,2217333.0,207739.0
2024-06-26,Umbria,33,568,900.0,24.0,3420385.0,298495.0
2024-06-26,Valle d'Aosta,3,11,188.0,5.0,462726.0,35996.0
2024-06-26,Veneto,260,9940,4835.0,83.0,27255190.0,1691632.0
2024-06-19,Abruzzo,21,874,899.0,14.0,5064104.0,424975.0
2024-06-19,Basilicata,6,9883,326.0,6.0,675742.0,131268.0
2024-06-19,Calabria,26,3452,1311.0,22.0,2593879.0,450991.0
2024-06-19,Campania,245,4947,12312.0,232.0,12307141.0,1589377.0
2024-06-19,Emilia-Romagna,98,639,2595.0,90.0,9331382.0,1110908.0
2024-06-19,Friuli-Venezia Giulia,40,316,570.0,25.0,4000475.0,356336.0
2024-06-19,Lazio,471,62030,8653.0,462.0,17933599.0,1490278.0
2024-06-19,Liguria,71,24,1749.0,69.0,4452842.0,401940.0
2024-06-19,Lombardia,433,718,12352.0,381.0,30167097.0,2788823.0
2024-06-19,Marche,9,4,126.0,9.0,1786698.0,513646.0
2024-06-19,Molise,2,5,187.0,0.0,300367.0,74459.0
2024-06-19,Piemonte,129,53218,10472.0,121.0,17527272.0,1285006.0
2024-06-19,Puglia,105,225,5841.0,101.0,9824554.0,1173642.0
2024-06-19,Sardegna,0,9608,0.0,0.0,3350845.0,346264.0
2024-06-19,Sicilia,16,1002,74.0,4.0,11468470.0,1291730.0
2024-06-19,Toscana,186,378,5688.0,98.0,10258452.0,921709.0
2024-06-19,Trentino-Alto Adige,20,23,213.0,15.0,2217136.0,207729.0
2024-06-19,Umbria,17,548,901.0,17.0,3419485.0,298471.0
2024-06-19,Valle d'Aosta,3,9,201.0,7.0,462538.0,35991.0
2024-06-19,Veneto,187,9890,4609.0,49.0,27250355.0,1691549.0
2024-06-12,Abruzzo,16,862,849.0,14.0,5063205.0,424961.0
2024-06-12,Basilicata,2,9879,363.0,2.0,675416.0,131262.0
2024-06-12,Calabria,19,3434,1338.0,17.0,2592568.0,450969.0
2024-06-12,Campania,173,4095,12927.0,159.0,12294829.0,1589145.0
2024-06-12,Emilia-Romagna,92,542,3094.0,78.0,9328787.0,1110818.0
2024-06-12,Friuli-Venezia Giulia,24,301,571.0,14.0,3999905.0,356311.0
2024-06-12,Lazio,339,61690,10674.0,319.0,17924946.0,1489816.0
2024-06-12,Liguria,66,18,1753.0,62.0,4451093.0,401871.0
2024-06-12,Lombardia,411,582,16737.0,336.0,30154745.0,2788442.0
2024-06-12,Marche,0,3,35.0,0.0,1786572.0,513637.0
2024-06-12,Molise,3,3,220.0,2.0,300180.0,74459.0
2024-06-12,Piemonte,193,53264,19774.0,182.0,17516800.0,1284885.0
2024-06-12,Puglia,70,192,6103.0,64.0,9818713.0,1173541.0
2024-06-12,Sardegna,32,9608,1227.0,32.0,3350845.0,346264.0
2024-06-12,Sicilia,32,990,72.0,14.0,11468396.0,1291726.0
2024-06-12,Toscana,144,336,5733.0,68.0,10252764.0,921611.0
2024-06-12,Trentino-Alto Adige,19,21,228.0,14.0,2216923.0,207714.0
2024-06-12,Umbria,13,543,890.0,12.0,3418584.0,298454.0
2024-06-12,Valle d'Aosta,5,11,214.0,3.0,462337.0,35984.0
2024-06-12,Veneto,149,9853,4869.0,40.0,27245746.0,1691500.0
2024-06-05,Abruzzo,8,854,900.0,5.0,5062356.0,424947.0
2024-06-05,Basilicata,4,9877,315.0,4.0,675053.0,131260.0
2024-06-05,Calabria,14,3421,1427.0,12.0,2591230.0,450952.0
2024-06-05,Campania,121,4795,12788.0,113.0,12281902.0,1588986.0
2024-06-05,Emilia-Romagna,72,449,2681.0,64.0,9325693.0,1110740.0
2024-06-05,Friuli-Venezia Giulia,21,300,595.0,15.0,3999334.0,356297.0
2024-06-05,Lazio,260,61449,8331.0,240.0,17914272.0,1489497.0
2024-06-05,Liguria,50,12,1661.0,47.0,4449340.0,401809.0
2024-06-05,Lombardia,351,560,12229.0,298.0,30138008.0,2788106.0
2024-06-05,Marche,0,3,35.0,0.0,1786537.0,513637.0
2024-06-05,Molise,0,0,215.0,0.0,299960.0,74457.0
2024-06-05,Piemonte,31,53335,2940.0,30.0,17497026.0,1284703.0
2024-06-05,Puglia,73,181,6221.0,64.0,9812610.0,1173477.0
2024-06-05,Sardegna,19,9580,1301.0,19.0,3349618.0,346232.0
2024-06-05,Sicilia,21,966,73.0,11.0,11468324.0,1291712.0
2024-06-05,Toscana,118,272,5667.0,59.0,10247031.0,921543.0
2024-06-05,Trentino-Alto Adige,8,14,206.0,7.0,2216695.0,207700.0
2024-06-05,Umbria,15,541,947.0,11.0,3417694.0,298442.0
2024-06-05,Valle d'Aosta,3,8,196.0,3.0,462123.0,35981.0
2024-06-05,Veneto,140,9841,6761.0,47.0,27240877.0,1691460.0
2024-05-29,Abruzzo,7,849,938.0,5.0,5061456.0,424942.0
2024-05-29,Basilicata,1,9874,313.0,1.0,674738.0,131256.0
2024-05-29,Calabria,5,3410,1555.0,2.0,2589803.0,450940.0
2024-05-29,Campania,70,4751,13007.0,67.0,12269114.0,1588873.0
2024-05-29,Emilia-Romagna,57,377,3212.0,50.0,9323012.0,1110676.0
2024-05-29,Friuli-Venezia Giulia,21,293,585.0,12.0,3998739.0,356282.0
2024-05-29,Lazio,214,61263,8526.0,202.0,17905941.0,1489257.0
2024-05-29,Liguria,33,10,1664.0,32.0,4447679.0,401762.0
2024-05-29,Lombardia,238,471,12158.0,198.0,30125779.0,2787808.0
2024-05-29,Marche,4,7,135.0,4.0,1786502.0,513637.0
2024-05-29,Molise,0,1,298.0,0.0,299745.0,74457.0
2024-05-29,Piemonte,83,53372,11179.0,79.0,17494086.0,1284673.0
2024-05-29,Puglia,69,142,6637.0,67.0,9806389.0,1173413.0
2024-05-29,Sardegna,11,9564,1379.0,11.0,3348317.0,346213.0
2024-05-29,Sicilia,10,953,74.0,4.0,11468251.0,1291701.0
2024-05-29,Toscana,87,236,5801.0,34.0,10241364.0,921484.0
2024-05-29,Trentino-Alto Adige,10,10,190.0,6.0,2216489.0,207693.0
2024-05-29,Umbria,7,533,923.0,7.0,3416747.0,298431.0
2024-05-29,Valle d'Aosta,1,5,250.0,1.0,461927.0,35978.0
2024-05-29,Veneto,118,9819,6918.0,36.0,27234116.0,1691413.0
2024-05-22,Abruzzo,6,844,926.0,5.0,5060518.0,424937.0
2024-05-22,Basilicata,0,9874,364.0,0.0,674425.0,131255.0
2024-05-22,Calabria,9,3409,1026.0,8.0,2588248.0,450938.0
2024-05-22,Campania,56,4714,13437.0,53.0,12256107.0,1588806.0
2024-05-22,Emilia-Romagna,42,322,3650.0,38.0,9319800.0,1110626.0
2024-05-22,Friuli-Venezia Giulia,18,286,587.0,7.0,3998154.0,356270.0
2024-05-22,Lazio,203,61125,11266.0,187.0,17897415.0,1489055.0
2024-05-22,Liguria,10,6,1617.0,10.0,4446015.0,401730.0
2024-05-22,Lombardia,208,384,11617.0,173.0,30113621.0,2787610.0
2024-05-22,Marche,0,3,78.0,0.0,1786367.0,513633.0
2024-05-22,Molise,0,1,189.0,0.0,299447.0,74457.0
2024-05-22,Piemonte,69,53412,11003.0,68.0,17482907.0,1284594.0
2024-05-22,Puglia,44,146,6756.0,41.0,9799752.0,1173346.0
2024-05-22,Sardegna,15,9556,1491.0,15.0,3346938.0,346202.0
2024-05-22,Sicilia,21,952,62.0,5.0,11468177.0,1291697.0
2024-05-22,Toscana,63,220,6089.0,32.0,10235563.0,921450.0
2024-05-22,Trentino-Alto Adige,7,8,216.0,3.0,2216299.0,207687.0
2024-05-22,Umbria,11,535,996.0,8.0,3415824.0,298424.0
2024-05-22,Valle d'Aosta,0,5,211.0,0.0,461677.0,35977.0
2024-05-22,Veneto,80,9801,5346.0,27.0,27227198.0,1691377.0
2024-05-15,Abruzzo,3,839,1020.0,3.0,5059592.0,424932.0
2024-05-15,Basilicata,2,9875,337.0,2.0,674061.0,131255.0
2024-05-15,Calabria,6,3402,1227.0,5.0,2587222.0,450930.0
2024-05-15,Campania,63,4690,13282.0,59.0,12242670.0,1588753.0
2024-05-15,Emilia-Romagna,50,280,3877.0,36.0,9316150.0,1110588.0
2024-05-15,Friuli-Venezia Giulia,13,285,630.0,4.0,3997567.0,356263.0
2024-05-15,Lazio,118,60962,9258.0,117.0,17886149.0,1488868.0
2024-05-15,Liguria,14,8,1722.0,12.0,4444398.0,401720.0
2024-05-15,Lombardia,324,378,18701.0,285.0,30102004.0,2787437.0
2024-05-15,Marche,0,4,460.0,0.0,1786289.0,513633.0
2024-05-15,Molise,1,1,318.0,1.0,299258.0,74457.0
2024-05-15,Piemonte,71,53502,11143.0,62.0,17471904.0,1284526.0
2024-05-15,Puglia,43,121,7173.0,40.0,9792996.0,1173305.0
2024-05-15,Sardegna,11,9544,1470.0,11.0,3345447.0,346187.0
2024-05-15,Sicilia,18,941,66.0,7.0,11468115.0,1291692.0
2024-05-15,Toscana,66,224,6773.0,24.0,10229474.0,921418.0
2024-05-15,Trentino-Alto Adige,13,10,195.0,6.0,2216083.0,207684.0
2024-05-15,Umbria,12,535,989.0,8.0,3414828.0,298416.0
2024-05-15,Valle d'Aosta,0,7,203.0,1.0,461466.0,35977.0
2024-05-15,Veneto,95,9783,6065.0,28.0,27221852.0,1691350.0
2024-05-08,Abruzzo,2,836,903.0,1.0,5058572.0,424929.0
2024-05-08,Basilicata,1,9873,357.0,1.0,673724.0,131253.0
2024-05-08,Calabria,7,3398,1376.0,7.0,2585995.0,450925.0
2024-05-08,Campania,49,4649,12518.0,42.0,12229388.0,1588694.0
2024-05-08,Emilia-Romagna,39,231,4261.0,31.0,9312273.0,1110552.0
2024-05-08,Friuli-Venezia Giulia,7,279,637.0,4.0,3996937.0,356259.0
2024-05-08,Lazio,90,60889,8563.0,85.0,17876891.0,1488751.0
2024-05-08,Liguria,9,10,1572.0,10.0,4442676.0,401708.0
2024-05-08,Lombardia,211,290,11279.0,162.0,30083303.0,2787152.0
2024-05-08,Marche,4,4,107.0,3.0,1785829.0,513633.0
2024-05-08,Molise,0,2,77.0,0.0,298940.0,74456.0
2024-05-08,Piemonte,35,53568,10052.0,30.0,17460761.0,1284464.0
2024-05-08,Puglia,41,115,6712.0,40.0,9785823.0,1173265.0
2024-05-08,Sardegna,7,9533,1187.0,7.0,3343977.0,346176.0
2024-05-08,Sicilia,9,927,57.0,4.0,11468049.0,1291685.0
2024-05-08,Toscana,51,194,6049.0,18.0,10222701.0,921394.0
2024-05-08,Trentino-Alto Adige,5,5,196.0,1.0,2215888.0,207678.0
2024-05-08,Umbria,8,531,888.0,4.0,3413839.0,298408.0
2024-05-08,Valle d'Aosta,2,6,208.0,2.0,461263.0,35976.0
2024-05-08,Veneto,50,9755,6109.0,15.0,27215787.0,1691322.0
2024-05-01,Abruzzo,8,840,754.0,7.0,5057669.0,424928.0
2024-05-01,Basilicata,0,9874,342.0,0.0,673367.0,131252.0
2024-05-01,Calabria,0,3428,1205.0,0.0,2584619.0,450918.0
2024-05-01,Campania,36,4619,9958.0,35.0,12216870.0,1588652.0
2024-05-01,Emilia-Romagna,32,192,4604.0,29.0,9308012.0,1110521.0
2024-05-01,Friuli-Venezia Giulia,7,279,578.0,3.0,3996300.0,356255.0
2024-05-01,Lazio,100,60837,8142.0,100.0,17868328.0,1488666.0
2024-05-01,Liguria,11,5,1451.0,12.0,4441104.0,401698.0
2024-05-01,Lombardia,174,283,11060.0,132.0,30072024.0,2786990.0
2024-05-01,Marche,0,1,0.0,0.0,1785722.0,513630.0
2024-05-01,Molise,0,2,226.0,1.0,298863.0,74456.0
2024-05-01,Piemonte,37,53659,9067.0,24.0,17450709.0,1284434.0
2024-05-01,Puglia,37,98,6041.0,37.0,9779111.0,1173225.0
2024-05-01,Sardegna,7,9526,1001.0,7.0,3342790.0,346169.0
2024-05-01,Sicilia,16,924,62.0,7.0,11467992.0,1291681.0
2024-05-01,Toscana,47,194,5416.0,18.0,10216652.0,921376.0
2024-05-01,Trentino-Alto Adige,5,3,203.0,1.0,2215692.0,207677.0
2024-05-01,Umbria,6,527,849.0,4.0,3412951.0,298404.0
2024-05-01,Valle d'Aosta,0,4,161.0,0.0,461055.0,35974.0
2024-05-01,Veneto,95,9795,4965.0,31.0,27209678.0,1691307.0
2024-04-24,Abruzzo,2,832,1018.0,1.0,5056915.0,424921.0
2024-04-24,Basilicata,1,9875,414.0,1.0,673025.0,131252.0
2024-04-24,Calabria,0,3430,1632.0,0.0,2583414.0,450918.0
2024-04-24,Campania,44,4608,14598.0,41.0,12206912.0,1588617.0
2024-04-24,Emilia-Romagna,39,161,5360.0,35.0,9303408.0,1110492.0
2024-04-24,Friuli-Venezia Giulia,7,283,694.0,4.0,3995722.0,356252.0
2024-04-24,Lazio,72,60770,9594.0,69.0,17860186.0,1488566.0
2024-04-24,Liguria,20,9,1732.0,17.0,4439653.0,401686.0
2024-04-24,Lombardia,125,283,12532.0,89.0,30060964.0,2786858.0
2024-04-24,Marche,7,4,246.0,6.0,1785722.0,513630.0
2024-04-24,Molise,0,0,223.0,0.0,298637.0,74455.0
2024-04-24,Piemonte,46,53776,10659.0,41.0,17441642.0,1284410.0
2024-04-24,Puglia,48,74,7616.0,44.0,9773070.0,1173188.0
2024-04-24,Sardegna,5,9520,1422.0,5.0,3341789.0,346162.0
2024-04-24,Sicilia,7,910,67.0,0.0,11467930.0,1291674.0
2024-04-24,Toscana,44,164,6469.0,13.0,10211236.0,921358.0
2024-04-24,Trentino-Alto Adige,1,3,248.0,0.0,2215489.0,207676.0
2024-04-24,Umbria,4,526,1035.0,3.0,3412102.0,298400.0
2024-04-24,Valle d'Aosta,1,4,197.0,1.0,460894.0,35974.0
2024-04-24,Veneto,55,9762,12362.0,10.0,27204713.0,1691276.0
2024-04-17,Abruzzo,3,844,1176.0,1.0,5055897.0,424920.0
2024-04-17,Basilicata,1,9874,411.0,1.0,672611.0,131251.0
2024-04-17,Calabria,4,3431,1629.0,3.0,2581782.0,450918.0
2024-04-17,Campania,21,5168,14973.0,19.0,12192314.0,1588576.0
2024-04-17,Emilia-Romagna,28,208,5796.0,23.0,9298048.0,1110457.0
2024-04-17,Friuli-Venezia Giulia,7,282,798.0,5.0,3995028.0,356248.0
2024-04-17,Lazio,62,60727,10767.0,57.0,17850592.0,1488497.0
2024-04-17,Liguria,9,3,1893.0,9.0,4437921.0,401669.0
2024-04-17,Lombardia,153,263,14846.0,105.0,30048432.0,2786769.0
2024-04-17,Marche,17,4,592.0,17.0,1785476.0,513624.0
2024-04-17,Molise,1,4,276.0,1.0,298414.0,74455.0
2024-04-17,Piemonte,59,53855,11911.0,47.0,17430983.0,1284369.0
2024-04-17,Puglia,26,55,8458.0,31.0,9765454.0,1173144.0
2024-04-17,Sardegna,4,9518,1451.0,4.0,3340367.0,346157.0
2024-04-17,Sicilia,22,916,85.0,13.0,11467863.0,1291674.0
2024-04-17,Toscana,39,171,6835.0,13.0,10204767.0,921345.0
2024-04-17,Trentino-Alto Adige,6,6,283.0,5.0,2215241.0,207676.0
2024-04-17,Umbria,4,532,1081.0,1.0,3411067.0,298397.0
2024-04-17,Valle d'Aosta,2,3,227.0,2.0,460697.0,35973.0
2024-04-17,Veneto,70,9736,9087.0,6.0,27192351.0,1691266.0
2024-04-10,Abruzzo,1,952,1175.0,1.0,5054721.0,424919.0
2024-04-10,Basilicata,1,9873,415.0,1.0,672200.0,131250.0
2024-04-10,Calabria,4,3429,1587.0,4.0,2580153.0,450915.0
2024-04-10,Campania,47,7110,14070.0,44.0,12177341.0,1588557.0
2024-04-10,Emilia-Romagna,51,180,6130.0,36.0,9292252.0,1110434.0
2024-04-10,Friuli-Venezia Giulia,9,281,985.0,4.0,3994230.0,356243.0
2024-04-10,Lazio,59,60686,10333.0,53.0,17839825.0,1488440.0
2024-04-10,Liguria,12,4,1870.0,295.0,4436028.0,401660.0
2024-04-10,Lombardia,211,283,21074.0,161.0,30033586.0,2786664.0
2024-04-10,Marche,8,3,459.0,8.0,1784884.0,513607.0
2024-04-10,Molise,1,3,253.0,0.0,298138.0,74454.0
2024-04-10,Piemonte,49,53954,12236.0,47.0,17419072.0,1284322.0
2024-04-10,Puglia,32,90,8722.0,30.0,9756996.0,1173113.0
2024-04-10,Sardegna,7,9514,1509.0,7.0,3338916.0,346153.0
2024-04-10,Sicilia,14,896,81.0,1.0,11467778.0,1291661.0
2024-04-10,Toscana,40,160,7272.0,12.0,10197932.0,921332.0
2024-04-10,Trentino-Alto Adige,11,12,301.0,7.0,2214958.0,207671.0
2024-04-10,Umbria,10,537,1166.0,7.0,3409986.0,298396.0
2024-04-10,Valle d'Aosta,0,4,206.0,0.0,460470.0,35971.0
2024-04-10,Veneto,79,9750,12805.0,39.0,27183264.0,1691260.0
2024-04-03,Abruzzo,2,8443,881.0,2.0,5053546.0,424918.0
2024-04-03,Basilicata,0,9874,266.0,0.0,671785.0,131249.0
2024-04-03,Calabria,3,3431,1332.0,2.0,2578566.0,450911.0
2024-04-03,Campania,34,7349,10641.0,33.0,12163271.0,1588513.0
2024-04-03,Emilia-Romagna,39,158,5309.0,28.0,9286122.0,1110398.0
2024-04-03,Friuli-Venezia Giulia,9,278,795.0,5.0,3993245.0,356239.0
2024-04-03,Lazio,57,60652,8914.0,51.0,17829492.0,1488387.0
2024-04-03,Liguria,10,2,2275.0,9.0,4434158.0,401365.0
2024-04-03,Lombardia,117,244,13454.0,89.0,30012512.0,2786503.0
2024-04-03,Marche,10,4,473.0,10.0,1784425.0,513599.0
2024-04-03,Molise,1,2,180.0,1.0,297885.0,74454.0
2024-04-03,Piemonte,27,54055,9637.0,22.0,17406836.0,1284275.0
2024-04-03,Puglia,27,92,6316.0,24.0,9748274.0,1173083.0
2024-04-03,Sardegna,7,9509,1165.0,7.0,3337407.0,346146.0
2024-04-03,Sicilia,6,986,52.0,2.0,11467697.0,1291660.0
2024-04-03,Toscana,45,181,5527.0,7.0,10190660.0,921320.0
2024-04-03,Trentino-Alto Adige,13,6,262.0,9.0,2214657.0,207664.0
2024-04-03,Umbria,11,532,981.0,7.0,3408820.0,298389.0
2024-04-03,Valle d'Aosta,2,7,168.0,2.0,460264.0,35971.0
2024-04-03,Veneto,85,9738,12226.0,31.0,27170459.0,1691221.0
2024-03-27,Abruzzo,12,8441,1252.0,9.0,5052665.0,424916.0
2024-03-27,Basilicata,0,9874,417.0,0.0,671519.0,131249.0
2024-03-27,Calabria,3,3449,1663.0,2.0,2577234.0,450909.0
2024-03-27,Campania,55,10522,15723.0,50.0,12152630.0,1588480.0
2024-03-27,Emilia-Romagna,43,183,6026.0,26.0,9280813.0,1110370.0
2024-03-27,Friuli-Venezia Giulia,4,278,993.0,2.0,3992450.0,356234.0
2024-03-27,Lazio,68,60624,11185.0,63.0,17820578.0,1488336.0
2024-03-27,Liguria,5,2,1745.0,5.0,4431883.0,401356.0
2024-03-27,Lombardia,145,279,17911.0,106.0,29999058.0,2786414.0
2024-03-27,Marche,12,4,537.0,12.0,1783952.0,513589.0
2024-03-27,Molise,0,1,208.0,0.0,297705.0,74453.0
2024-03-27,Piemonte,38,54180,11993.0,35.0,17397199.0,1284253.0
2024-03-27,Puglia,47,186,8485.0,46.0,9741958.0,1173059.0
2024-03-27,Sardegna,5,9503,1599.0,5.0,3336242.0,346139.0
2024-03-27,Sicilia,16,992,95.0,4.0,11467645.0,1291658.0
2024-03-27,Toscana,36,185,7235.0,10.0,10185133.0,921313.0
2024-03-27,Trentino-Alto Adige,10,7,329.0,7.0,2214395.0,207655.0
2024-03-27,Umbria,15,526,1336.0,14.0,3407839.0,298382.0
2024-03-27,Valle d'Aosta,2,6,226.0,1.0,460096.0,35969.0
2024-03-27,Veneto,87,9734,14959.0,51.0,27158233.0,1691190.0
2024-03-20,Abruzzo,7,8440,1259.0,3.0,5051413.0,424907.0
2024-03-20,Basilicata,0,9876,360.0,0.0,671102.0,131249.0
2024-03-20,Calabria,6,3460,1822.0,3.0,2575571.0,450907.0
2024-03-20,Campania,54,10685,16798.0,51.0,12136907.0,1588430.0
2024-03-20,Emilia-Romagna,39,214,6391.0,27.0,9274787.0,1110344.0
2024-03-20,Friuli-Venezia Giulia,11,285,1017.0,6.0,3991457.0,356232.0
2024-03-20,Lazio,140,60579,15893.0,133.0,17809393.0,1488273.0
2024-03-20,Liguria,4,2,1806.0,3.0,4430138.0,401351.0
2024-03-20,Lombardia,225,354,18796.0,143.0,29981147.0,2786308.0
2024-03-20,Marche,12,4,533.0,12.0,1783415.0,513577.0
2024-03-20,Molise,1,1,375.0,0.0,297497.0,74453.0
2024-03-20,Piemonte,38,54317,11921.0,35.0,17385206.0,1284218.0
2024-03-20,Puglia,51,173,9153.0,49.0,9733473.0,1173013.0
2024-03-20,Sardegna,4,9498,1329.0,4.0,3334643.0,346134.0
2024-03-20,Sicilia,12,984,88.0,0.0,11467550.0,1291654.0
2024-03-20,Toscana,57,212,7451.0,15.0,10177898.0,921303.0
2024-03-20,Trentino-Alto Adige,15,17,344.0,10.0,2214066.0,207648.0
2024-03-20,Umbria,7,519,1261.0,4.0,3406503.0,298368.0
2024-03-20,Valle d'Aosta,2,4,205.0,-1.0,459870.0,35968.0
2024-03-20,Veneto,98,9736,14100.0,-5.0,27143274.0,1691139.0
2024-03-13,Abruzzo,16,8436,1289.0,1.0,5050154.0,424904.0
2024-03-13,Basilicata,1,9877,458.0,1.0,670742.0,131249.0
2024-03-13,Calabria,13,3467,1823.0,6.0,2573749.0,450904.0
2024-03-13,Campania,60,10676,17308.0,55.0,12120109.0,1588379.0
2024-03-13,Emilia-Romagna,47,252,14833.0,34.0,9268396.0,1110317.0
2024-03-13,Friuli-Venezia Giulia,14,288,957.0,5.0,3990440.0,356226.0
2024-03-13,Lazio,109,60976,10489.0,102.0,17793500.0,1488140.0
2024-03-13,Liguria,6,4,1667.0,5.0,4428332.0,401348.0
2024-03-13,Lombardia,128,383,19624.0,121.0,29962351.0,2786165.0
2024-03-13,Marche,13,4,497.0,13.0,1782882.0,513565.0
2024-03-13,Molise,0,4,246.0,0.0,297122.0,74453.0
2024-03-13,Piemonte,49,54491,11936.0,43.0,17373285.0,1284183.0
2024-03-13,Puglia,51,189,9194.0,46.0,9724320.0,1172964.0
2024-03-13,Sardegna,11,9497,1285.0,11.0,3333314.0,346130.0
2024-03-13,Sicilia,25,995,85.0,3.0,11467462.0,1291654.0
2024-03-13,Toscana,47,232,7345.0,13.0,10170447.0,921288.0
2024-03-13,Trentino-Alto Adige,14,14,317.0,7.0,2213722.0,207638.0
2024-03-13,Umbria,5,526,1241.0,0.0,3405242.0,298364.0
2024-03-13,Valle d'Aosta,1,3,208.0,2.0,459665.0,35969.0
